Segment	Voxel count (LM)	Volume mm3 (LM)	Volume cm3 (LM)	Voxel count (SV)	Volume mm3 (SV)	Volume cm3 (SV)	Minimum	Maximum	Mean	Standard deviation	Percentile 5	Percentile 95	Median
Segment_1	1812873	928.191	0.928191	1812873	928.191	0.928191	-999.933	2529.94	70.788	154.872	-189.186	313.821	73.7894
